
dwm> POS,0.34,-0.61,0.31,86
POS,0.33,-0.61,0.28,82
POS,0.34,-0.61,0.28,84
POS,0.36,-0.61,0.25,80
POS,0.37,-0.61,0.27,84
POS,0.38,-0.62,0.25,84
POS,0.38,-0.63,0.26,85
POS,0.39,-0.62,0.29,84
POS,0.33,-0.62,0.28,86
POS,0.34,-0.62,0.26,83
POS,0.33,-0.61,0.28,84
POS,0.37,-0.60,0.30,83
POS,0.34,-0.60,0.33,86
POS,0.36,-0.61,0.30,83
POS,0.35,-0.60,0.31,85
POS,0.36,-0.60,0.34,85
POS,0.34,-0.61,0.33,86
POS,0.31,-0.61,0.32,85
POS,0.36,-0.60,0.32,84
POS,0.36,-0.60,0.29,81
POS,0.35,-0.61,0.28,84
POS,0.29,-0.58,0.30,86
POS,0.34,-0.59,0.26,82
POS,0.38,-0.60,0.27,84
POS,0.35,-0.58,0.32,85
POS,0.35,-0.58,0.33,84
POS,0.33,-0.60,0.28,84
POS,0.30,-0.59,0.31,86
POS,0.33,-0.60,0.30,84
POS,0.23,-0.57,0.29,88
POS,0.29,-0.58,0.27,83
POS,0.30,-0.59,0.27,84
POS,0.32,-0.61,0.28,85
POS,0.30,-0.60,0.31,85
POS,0.33,-0.60,0.29,82
POS,0.33,-0.61,0.30,86
POS,0.25,-0.57,0.32,89
POS,0.28,-0.59,0.30,83
POS,0.19,-0.55,0.30,89
POS,0.16,-0.53,0.33,88
POS,0.11,-0.51,0.32,88
POS,0.18,-0.54,0.30,83
POS,0.22,-0.56,0.30,85
POS,0.24,-0.57,0.30,83
POS,0.28,-0.57,0.31,84
POS,0.29,-0.58,0.32,84
POS,0.23,-0.55,0.33,88
POS,0.25,-0.57,0.33,84
POS,0.25,-0.57,0.33,85
POS,0.30,-0.58,0.32,84
POS,0.32,-0.59,0.31,84
POS,0.31,-0.59,0.31,84
POS,0.30,-0.60,0.29,83
POS,0.28,-0.57,0.33,86
POS,0.17,-0.45,0.29,95
POS,0.20,-0.49,0.28,82
POS,0.22,-0.52,0.28,84
POS,0.22,-0.53,0.32,86
POS,0.16,-0.51,0.34,90
POS,0.21,-0.53,0.31,82
POS,0.23,-0.54,0.34,85
POS,0.23,-0.55,0.35,86
POS,0.27,-0.57,0.36,85
POS,0.20,-0.51,0.38,89
POS,0.22,-0.54,0.35,84
POS,0.35,-0.52,0.36,88
POS,0.35,-0.53,0.36,83
POS,0.37,-0.55,0.35,84
POS,0.28,-0.53,0.36,89
POS,0.27,-0.53,0.39,86
POS,0.29,-0.55,0.34,82
POS,0.24,-0.52,0.37,86
POS,0.23,-0.53,0.38,86
POS,0.24,-0.54,0.37,84
POS,0.24,-0.56,0.35,85
POS,0.27,-0.56,0.36,84
POS,0.29,-0.56,0.36,83
POS,0.22,-0.53,0.38,89
POS,0.17,-0.50,0.40,89
POS,0.11,-0.48,0.40,89
POS,0.11,-0.49,0.39,86
