POS,0.25,-0.23,0.18,58
POS,0.25,-0.23,0.19,56
POS,0.26,-0.24,0.19,54
POS,0.29,-0.25,0.19,50
POS,0.34,-0.28,0.15,62
POS,0.32,-0.28,0.14,51
POS,0.31,-0.29,0.13,47
POS,0.29,-0.28,0.14,56
POS,0.30,-0.29,0.15,53
POS,0.30,-0.28,0.16,52
POS,0.30,-0.29,0.15,53
POS,0.28,-0.28,0.17,52
POS,0.28,-0.25,0.19,49
POS,0.26,-0.25,0.18,57
POS,0.28,-0.24,0.14,40
POS,0.27,-0.27,0.12,57
POS,0.31,-0.25,0.08,41
POS,0.31,-0.27,0.09,54
POS,0.27,-0.27,0.09,45
POS,0.26,-0.26,0.13,62
POS,0.24,-0.26,0.15,62
POS,0.25,-0.27,0.16,60
POS,0.26,-0.27,0.17,56
POS,0.25,-0.26,0.19,62
POS,0.23,-0.25,0.21,65
POS,0.23,-0.27,0.20,64
POS,0.28,-0.27,0.20,52
POS,0.26,-0.25,0.21,56
POS,0.29,-0.25,0.22,55
POS,0.26,-0.25,0.23,65
POS,0.26,-0.25,0.23,53
POS,0.24,-0.26,0.21,64
POS,0.23,-0.26,0.21,57
POS,0.25,-0.26,0.19,36
POS,0.26,-0.25,0.19,52
POS,0.30,-0.26,0.14,50
POS,0.28,-0.26,0.17,65
POS,0.28,-0.25,0.19,55
POS,0.30,-0.24,0.20,45
POS,0.28,-0.25,0.19,51
POS,0.25,-0.25,0.20,67
POS,0.26,-0.25,0.19,44
POS,0.26,-0.25,0.17,33
POS,0.27,-0.25,0.17,43
POS,0.27,-0.27,0.17,63
POS,0.27,-0.28,0.17,59
POS,0.29,-0.28,0.12,53
POS,0.37,-0.31,0.09,73
POS,0.43,-0.34,0.07,74
POS,0.41,-0.32,0.09,43
POS,0.46,-0.34,0.07,74
POS,0.41,-0.32,0.09,53
POS,0.39,-0.31,0.14,59
POS,0.37,-0.29,0.16,47
POS,0.33,-0.27,0.16,48
POS,0.30,-0.25,0.18,52
POS,0.28,-0.26,0.17,52
POS,0.26,-0.26,0.16,54
POS,0.28,-0.28,0.16,54
POS,0.26,-0.27,0.17,52
POS,0.27,-0.27,0.16,50
POS,0.32,-0.27,0.13,43
POS,0.30,-0.27,0.14,53
POS,0.33,-0.26,0.11,29
POS,0.35,-0.26,0.10,35
POS,0.35,-0.25,0.07,42
POS,0.34,-0.24,0.11,49
POS,0.32,-0.24,0.13,49
POS,0.29,-0.23,0.16,57
POS,0.29,-0.25,0.15,53
POS,0.26,-0.25,0.17,61
POS,0.26,-0.26,0.17,55
POS,0.26,-0.27,0.15,56
POS,0.29,-0.28,0.12,46
POS,0.31,-0.27,0.12,37
POS,0.28,-0.28,0.13,60
POS,0.29,-0.27,0.15,47
POS,0.28,-0.26,0.15,44
POS,0.32,-0.25,0.12,26
POS,0.28,-0.25,0.14,56
POS,0.28,-0.25,0.14,46
POS,0.29,-0.25,0.16,54
POS,0.30,-0.27,0.14,47
POS,0.30,-0.27,0.14,47
POS,0.34,-0.27,0.11,44
POS,0.36,-0.27,0.10,32
POS,0.33,-0.27,0.12,56
POS,0.32,-0.26,0.15,55
POS,0.29,-0.25,0.16,53
POS,0.31,-0.26,0.12,52
POS,0.31,-0.26,0.15,56
POS,0.31,-0.27,0.16,53
POS,0.29,-0.25,0.17,51
POS,0.28,-0.23,0.19,48
POS,0.28,-0.25,0.16,53
POS,0.26,-0.25,0.18,60
POS,0.26,-0.25,0.17,48
POS,0.28,-0.24,0.19,47
POS,0.31,-0.23,0.14,32
POS,0.35,-0.24,0.11,40
POS,0.32,-0.22,0.15,57
POS,0.32,-0.23,0.16,51
POS,0.29,-0.24,0.17,53
POS,0.28,-0.25,0.18,60
POS,0.28,-0.26,0.17,56
POS,0.27,-0.23,0.20,60
POS,0.26,-0.24,0.20,55
POS,0.27,-0.23,0.21,47
POS,0.26,-0.23,0.18,37
POS,0.28,-0.24,0.17,41
POS,0.26,-0.25,0.16,46
POS,0.26,-0.26,0.16,58
POS,0.31,-0.26,0.13,39
POS,0.31,-0.26,0.15,50
POS,0.31,-0.27,0.15,53
POS,0.30,-0.27,0.16,55
POS,0.32,-0.24,0.19,40
POS,0.31,-0.25,0.17,48
POS,0.27,-0.18,0.21,71
POS,0.28,-0.20,0.20,50
POS,0.28,-0.22,0.20,56
POS,0.28,-0.23,0.17,42
POS,0.29,-0.25,0.16,53
POS,0.30,-0.26,0.17,52
