POS,0.04,-0.45,0.11,84
POS,0.04,-0.46,0.12,85
POS,0.04,-0.46,0.13,85
POS,0.03,-0.45,0.12,81
POS,0.02,-0.45,0.12,82
POS,0.06,-0.46,0.13,82
POS,0.08,-0.47,0.13,82
POS,0.06,-0.46,0.15,84
POS,0.04,-0.44,0.14,80
POS,0.05,-0.45,0.13,83
POS,0.07,-0.46,0.11,82
POS,0.09,-0.46,0.08,78
POS,0.07,-0.44,0.05,79
POS,0.10,-0.45,0.03,77
POS,0.10,-0.45,0.03,80
POS,0.11,-0.46,0.04,80
POS,0.14,-0.46,0.06,76

POS,0.16,-0.47,0.08,78
POS,0.19,-0.48,0.07,77
POS,0.16,-0.47,0.04,80
POS,0.16,-0.47,0.04,80
POS,0.17,-0.47,0.03,76
POS,0.17,-0.47,0.03,79
POS,0.15,-0.48,0.03,83
POS,0.17,-0.46,-0.02,82
POS,0.24,-0.48,-0.04,80
POS,0.32,-0.51,-0.01,84
POS,0.29,-0.51,-0.00,78
POS,0.32,-0.49,-0.07,85
POS,0.29,-0.51,-0.06,81
POS,0.24,-0.47,-0.17,95
POS,0.20,-0.49,-0.15,85
POS,0.21,-0.50,-0.04,83
POS,0.22,-0.53,0.01,84
POS,0.35,-0.52,0.05,85
POS,0.32,-0.54,0.13,86
POS,0.35,-0.56,0.14,82
POS,0.35,-0.57,0.14,82
POS,0.34,-0.58,0.15,82
POS,0.31,-0.58,0.21,87
POS,0.29,-0.56,0.25,84
POS,0.29,-0.57,0.28,85
POS,0.24,-0.58,0.28,88
POS,0.22,-0.59,0.29,88
POS,0.22,-0.60,0.30,87
POS,0.14,-0.57,0.27,88
POS,0.07,-0.52,0.31,91
POS,0.06,-0.50,0.35,90
POS,0.05,-0.50,0.41,91

POS,0.23,-0.51,0.42,90
POS,0.20,-0.52,0.46,90
POS,0.18,-0.53,0.48,90
POS,0.20,-0.52,0.53,91
POS,0.25,-0.51,0.58,90
POS,0.19,-0.43,0.65,95
POS,0.19,-0.50,0.61,91
POS,0.24,-0.57,0.51,88
POS,0.22,-0.61,0.38,89
POS,0.24,-0.62,0.39,88
POS,0.23,-0.65,0.34,89
POS,0.21,-0.66,0.33,89
POS,0.25,-0.66,0.34,87
POS,0.28,-0.67,0.30,86
POS,0.20,-0.66,0.34,92
POS,0.14,-0.57,0.46,95
POS,0.17,-0.54,0.51,90
POS,0.09,-0.52,0.52,93
POS,0.07,-0.54,0.50,91
POS,0.08,-0.55,0.44,87
POS,0.11,-0.57,0.36,86
POS,0.15,-0.62,0.34,89
POS,0.21,-0.62,0.24,81
POS,0.23,-0.60,0.21,79
POS,0.20,-0.57,0.13,83
POS,0.20,-0.57,0.11,82
POS,0.19,-0.53,0.01,89
POS,0.18,-0.50,-0.07,90
POS,0.17,-0.48,-0.12,87
POS,0.16,-0.48,-0.09,80
POS,0.17,-0.49,-0.06,81
POS,0.16,-0.48,-0.03,80
POS,0.18,-0.50,0.00,80
POS,0.18,-0.51,0.03,82
POS,0.19,-0.51,0.00,80
POS,0.21,-0.52,0.01,79
POS,0.18,-0.51,-0.02,82
POS,0.19,-0.50,-0.06,83
POS,0.20,-0.23,-0.04,82
POS,0.13,-0.25,-0.03,82
POS,0.22,-0.33,-0.06,81
POS,0.15,-0.30,-0.14,95


POS,0.10,-0.34,-0.16,90
POS,0.05,-0.39,-0.15,89
POS,0.11,-0.46,-0.10,85
POS,0.15,-0.52,-0.05,86
POS,0.16,-0.55,-0.04,85
POS,0.13,-0.55,-0.01,87
POS,0.05,-0.51,0.00,88
POS,0.11,-0.54,-0.02,84
POS,0.18,-0.57,-0.02,83
POS,0.19,-0.59,-0.01,85
POS,0.24,-0.60,-0.04,84
POS,0.17,-0.56,-0.03,83
POS,0.13,-0.54,-0.02,85
POS,0.07,-0.49,0.04,86
POS,0.04,-0.47,0.04,83
POS,-0.01,-0.43,0.07,87
POS,-0.03,-0.41,0.09,85
POS,-0.03,-0.40,0.10,81
POS,-0.03,-0.41,0.12,84
POS,-0.04,-0.41,0.11,85
POS,-0.04,-0.41,0.12,83
POS,-0.04,-0.42,0.13,85
POS,-0.04,-0.41,0.15,85
POS,-0.04,-0.39,0.16,81
POS,-0.05,-0.38,0.15,85
POS,-0.04,-0.39,0.14,83
POS,-0.05,-0.40,0.12,84
POS,-0.06,-0.39,0.11,84
POS,-0.04,-0.42,0.10,84
POS,-0.05,-0.42,0.12,86
POS,-0.02,-0.42,0.13,82
POS,-0.02,-0.42,0.14,84
POS,-0.04,-0.40,0.15,85
POS,-0.04,-0.41,0.14,84
POS,-0.04,-0.42,0.13,85
POS,-0.03,-0.41,0.15,81
POS,-0.02,-0.41,0.17,83
POS,-0.02,-0.40,0.17,84
POS,-0.04,-0.41,0.15,85
POS,-0.04,-0.41,0.17,85
POS,0.01,-0.43,0.18,83
POS,-0.00,-0.42,0.19,84
POS,0.00,-0.44,0.20,87
POS,-0.01,-0.45,0.18,85
POS,-0.01,-0.44,0.17,83
POS,-0.01,-0.45,0.16,85
POS,-0.01,-0.45,0.16,84
POS,-0.02,-0.45,0.15,85
POS,-0.01,-0.46,0.14,86
POS,-0.02,-0.45,0.12,84
POS,0.00,-0.46,0.11,83
POS,0.01,-0.47,0.12,85
POS,0.00,-0.46,0.10,82
POS,-0.00,-0.45,0.11,84
POS,-0.02,-0.44,0.14,87
POS,-0.04,-0.41,0.15,84
POS,-0.05,-0.41,0.12,85
POS,-0.04,-0.42,0.14,85
POS,-0.04,-0.41,0.15,84
POS,-0.05,-0.40,0.14,83
POS,-0.07,-0.38,0.11,85
POS,-0.08,-0.38,0.12,86
POS,-0.07,-0.38,0.12,83
POS,-0.06,-0.40,0.11,83
POS,-0.07,-0.40,0.10,85
POS,-0.05,-0.41,0.11,83
POS,-0.06,-0.42,0.10,85
POS,-0.04,-0.42,0.12,84
POS,-0.03,-0.43,0.12,83
POS,-0.01,-0.44,0.11,82
POS,-0.01,-0.42,0.12,80
POS,-0.00,-0.42,0.12,81
POS,-0.03,-0.40,0.12,86
POS,-0.04,-0.39,0.11,83
POS,-0.04,-0.40,0.12,84
POS,-0.05,-0.39,0.15,85
POS,-0.05,-0.39,0.16,84
POS,-0.05,-0.40,0.15,85
POS,-0.06,-0.39,0.15,84
POS,-0.07,-0.38,0.14,86
POS,-0.06,-0.40,0.09,83
POS,-0.06,-0.40,0.10,83
POS,-0.06,-0.38,0.11,84
POS,-0.06,-0.39,0.12,85
POS,-0.07,-0.38,0.14,86
POS,-0.05,-0.40,0.12,83
POS,-0.04,-0.43,0.12,86
POS,-0.03,-0.43,0.12,82
POS,-0.02,-0.43,0.11,83
POS,-0.04,-0.40,0.08,84
POS,-0.02,-0.42,0.10,84
POS,-0.01,-0.44,0.09,85
POS,-0.01,-0.44,0.10,82
POS,-0.04,-0.40,0.13,88
POS,-0.02,-0.42,0.13,84
POS,-0.02,-0.42,0.13,82
POS,-0.02,-0.42,0.15,85
POS,-0.03,-0.42,0.14,84
POS,-0.02,-0.43,0.11,83
POS,-0.03,-0.41,0.11,82
POS,-0.02,-0.40,0.13,82
POS,-0.04,-0.42,0.12,86
POS,-0.05,-0.40,0.13,84
POS,-0.06,-0.41,0.14,87
POS,-0.04,-0.41,0.15,82
POS,-0.02,-0.43,0.15,85
POS,-0.02,-0.42,0.15,81
POS,-0.01,-0.43,0.14,83
POS,-0.03,-0.42,0.15,87
POS,-0.02,-0.42,0.16,83
POS,-0.02,-0.41,0.16,83
POS,-0.02,-0.41,0.16,83
POS,-0.03,-0.41,0.15,85
POS,-0.00,-0.43,0.11,82
POS,0.01,-0.43,0.12,81
POS,-0.02,-0.40,0.12,86
POS,-0.01,-0.41,0.14,84
POS,0.01,-0.42,0.14,82
POS,0.00,-0.41,0.16,84
POS,-0.01,-0.41,0.15,82
POS,-0.01,-0.41,0.16,83
