n,training_time
492,6.131887435913086
493,8.515357971191406
494,5.99980354309082
495,6.633758544921875
496,7.51805305480957
497,6.5135955810546875
498,5.179882049560547
499,6.520748138427734
500,5.641698837280273
501,7.5931549072265625
502,3.986835479736328
503,7.057905197143555
504,5.568265914916992
505,6.5326690673828125
506,5.516529083251953
507,5.522012710571289
508,6.554841995239258
509,4.55164909362793
510,6.995916366577148
511,8.282899856567383
512,5.915403366088867
513,5.596637725830078
514,5.014896392822266
515,5.603313446044922
516,6.680727005004883
517,7.648944854736328
518,5.994558334350586
519,6.491184234619141
520,5.703449249267578
521,7.711887359619141
522,5.579710006713867
523,6.011724472045898
524,5.538225173950195
525,8.312463760375977
526,6.557464599609375
527,6.586551666259766
528,5.634546279907227
529,7.661104202270508
530,6.658792495727539
531,7.620573043823242
532,5.992889404296875
533,7.068634033203125
534,6.613492965698242
535,6.242275238037109
536,6.510019302368164
537,6.510734558105469
538,6.608009338378906
539,7.515192031860352
540,5.995512008666992
541,7.565736770629883
542,7.535457611083984
543,6.605386734008789
544,5.576372146606445
545,6.551980972290039
546,5.56182861328125
547,8.653402328491211
548,6.773471832275391
549,7.632970809936523
550,5.003690719604492
551,7.626771926879883
552,6.9217681884765625
553,6.001710891723633
554,6.340742111206055
555,7.652044296264648
556,6.001710891723633
557,7.080554962158203
558,6.519794464111328
559,8.20302963256836
560,6.008625030517578
561,7.0171356201171875
562,7.06934928894043
563,6.585121154785156
564,7.5130462646484375
565,6.548643112182617
566,6.5135955810546875
567,7.03120231628418
568,6.972312927246094
569,7.51805305480957
570,6.5059661865234375
571,7.534265518188477
572,6.964445114135742
573,7.649421691894531
574,7.582426071166992
575,7.717609405517578
576,6.460666656494141
577,7.585048675537109
578,6.4067840576171875
579,6.524801254272461
580,5.925893783569336
581,5.993843078613281
582,6.521940231323242
583,9.27114486694336
584,10.941267013549805
585,8.692502975463867
586,11.631965637207031
587,6.3610076904296875
588,7.555961608886719
589,6.514310836791992
590,7.513999938964844
591,8.493900299072266
592,5.003690719604492
593,5.634784698486328
594,6.750822067260742
595,7.54547119140625
596,7.555961608886719
597,8.034467697143555
598,8.201360702514648
599,6.810426712036133
600,6.348848342895508
601,8.006095886230469
602,8.590459823608398
603,8.09621810913086
604,5.650997161865234
605,12.518882751464844
606,6.502389907836914
607,5.698204040527344
608,6.0024261474609375
609,6.57343864440918
610,6.705045700073242
611,8.610725402832031
612,5.920648574829102
613,8.508443832397461
614,10.532855987548828
615,7.596254348754883
616,5.608558654785156
617,5.534887313842773
618,5.637168884277344
619,7.011651992797852
620,8.200883865356445
621,8.571386337280273
622,6.606817245483398
623,6.601095199584961
624,7.965564727783203
625,6.994485855102539
626,7.598876953125
627,8.049488067626953
628,7.522106170654297
629,7.003068923950195
630,7.516384124755859
631,7.606029510498047
632,6.054162979125977
633,7.033586502075195
634,9.554386138916016
635,7.509946823120117
636,5.003213882446289
637,7.714033126831055
638,7.509469985961914
639,6.040811538696289
640,7.503747940063477
641,6.760120391845703
642,8.072853088378906
643,6.50477409362793
644,7.291555404663086
645,10.508298873901367
646,10.248422622680664
647,6.062030792236328
648,8.20469856262207
649,8.05044174194336
650,7.610559463500977
651,6.702661514282227
652,6.287097930908203
653,8.516311645507812
654,6.647348403930664
655,7.2002410888671875
656,8.031606674194336
657,8.47935676574707
658,8.596658706665039
659,6.083250045776367
660,6.644964218139648
661,7.678985595703125
662,6.5212249755859375
663,7.637262344360352
664,6.470203399658203
665,5.510568618774414
666,7.063627243041992
667,6.65736198425293
668,7.658958435058594
669,8.145332336425781
670,10.167121887207031
671,8.693933486938477
672,7.6770782470703125
673,7.000207901000977
674,8.508443832397461
675,7.0438385009765625
676,7.067441940307617
677,7.987737655639648
678,7.547616958618164
679,6.764888763427734
680,7.498502731323242
681,8.578777313232422
682,9.579896926879883
683,6.5898895263671875
684,7.340431213378906
685,6.507635116577148
686,7.504701614379883
687,7.664680480957031
688,7.152080535888672
689,8.594036102294922
690,8.738994598388672
691,7.506847381591797
692,7.532835006713867
693,11.623859405517578
694,6.5441131591796875
695,8.074045181274414
696,6.639719009399414
697,6.004095077514648
